2018-02-19 13:27:03	0
2018-02-19 13:27:04	1
2018-02-19 13:27:05	2
2018-02-19 13:27:06	3
2018-02-19 13:27:07	4
2018-02-19 13:27:08	5
2018-02-19 13:27:09	6
2018-02-19 13:27:10	7
2018-02-19 13:27:11	8
2018-02-19 13:27:12	9
2018-02-19 13:27:13	10
2018-02-19 13:27:14	11
2018-02-19 13:27:15	12
2018-02-19 13:27:16	13
2018-02-19 13:27:17	14
2018-02-19 13:27:18	15
2018-02-19 13:27:19	16
2018-02-19 13:27:20	17
2018-02-19 13:27:21	18
2018-02-19 13:27:22	19
2018-02-19 13:27:23	20
2018-02-19 13:27:24	21
2018-02-19 13:27:25	22
2018-02-19 13:27:26	23
2018-02-19 13:27:27	24
2018-02-19 13:27:28	25
2018-02-19 13:27:29	26
2018-02-19 13:27:30	27
2018-02-19 13:27:31	28
2018-02-19 13:27:32	29
2018-02-19 13:27:33	30
2018-02-19 13:27:34	31
2018-02-19 13:27:35	32
2018-02-19 13:27:36	33
2018-02-19 13:27:37	34
2018-02-19 13:27:38	35
2018-02-19 13:27:39	36
2018-02-19 13:27:40	37
2018-02-19 13:27:41	38
2018-02-19 13:27:42	39
2018-02-19 13:27:43	40
2018-02-19 13:27:44	41
2018-02-19 13:27:45	42
2018-02-19 13:27:46	43
2018-02-19 13:27:47	44
2018-02-19 13:27:48	45
2018-02-19 13:27:49	46
2018-02-19 13:27:50	47
